Topic,Count,Name,Representation,Representative_Docs,Rank
97,214,97_spuit_spuiten_vloeistof_zetten,"['spuit', 'spuiten', 'vloeistof', 'zetten', 'gezet', 'infuus', 'leveren', 'hyrimoz', 'stoppen', 'naald']","['Wanneer de spuit geplaatst wordt volgens de instructies doen ze niet altijd de vloeistof (helemaal) spuiten wanneer ik hem zet, maar spuiten ze (de rest) wanneer ik hem weghaal van mijn been.', 'Of kan ik mijn spuit beter eerder of later zetten?', 'Aangezien het ook een spuit is.']",78
99,213,99_akkoord_duidelijk_klopt_snap,"['akkoord', 'duidelijk', 'klopt', 'snap', 'toestemming', 'helemaal', 'geef', 'okay', 'uiteraard', 'beste']","['Mocht u akkoord gaan.', 'Dat was akkoord.', 'Hoi  ,  Helemaal akkoord, vooral omdat het een terugkerend iets is.']",79
88,207,88_beter_gaat_verbetering_gelukkig,"['beter', 'gaat', 'verbetering', 'gelukkig', 'verschil', 'hoop', 'veranderd', 'stuk', 'update', 'verbeterd']","['Gaat nu ook inderdaad wat beter.', 'Verder gaat het wel weer wat beter.', 'Het gaat nu wat beter.']",80
77,202,77_sturen_opsturen_toesturen_helpen,"['sturen', 'opsturen', 'toesturen', 'helpen', 'verstuurd', 'nakijken', 'opgestuurd', 'post', 'doorgeven', 'aub']","['Kunnen jullie me deze weer sturen?', 'Zouden jullie het opnieuw kunnen sturen?', 'Zou je me er weer een paar op kunnen sturen?']",81
36,202,36_mri_scan_mriscan_uitslag,"['mri', 'scan', 'mriscan', 'uitslag', 'gemaakt', 'scans', 'dunne', 'bespreken', 'gepland', 'ingepland']","['Hallo  /   Ik heb op 8 april a.s een MRI scan.', 'Hallo,   agelopen zaterdag   ben ik voor de MRI scan geweest!', 'Uitslag mri scan.']",82
45,200,45_pentasa_pentaza_zetpillen_recept,"['pentasa', 'pentaza', 'zetpillen', 'recept', 'granulaat', 'gram', 'korrels', 'herhaalrecept', 'metoject', 'nieuw']","['Graag had ik weer een nieuw herhaar recept Pentasa 2gr  ', 'Pentasa granulated 2gr  ', 'Mag ik opnieuw een recept voor de pentasa  Met vriendelijke  ']",83
92,199,92_huid_gezicht_jeuk_plekken,"['huid', 'gezicht', 'jeuk', 'plekken', 'rode', 'droge', 'vlekken', 'acne', 'bultjes', 'blauwe']","['Hallo   en  ,  Momenteel heb ik weer last van mijn huid.', 'Verder heb ik een ontzettend droge huid gekregen vooral mijn gezicht en hals.', 'Daarnaast merk ik op dat ik op mijn huid wat uitslag heb en sinds kort rode vlekken in mijn gezicht begin te krijgen.']",84
101,199,101_werk_werken_thuis_werkgever,"['werk', 'werken', 'thuis', 'werkgever', 'baan', 'fulltime', 'onderwijs', 'uren', 'stage', 'woon']","['Beste,  Ik werk als BOA in de gemeente  , dus ben ik veel buiten.', 'Ben nu op mijn werk.', 'Wel ben ik weer meer aan het werk in mijn horecazaak.']",85
86,199,86_beter_voel_voelde_voelen,"['beter', 'voel', 'voelde', 'voelen', 'stuk', 'rust', 'verminderd', 'gaat', 'ging', 'gelukkig']","['Momenteel voel ik me ook zeker beter dan voorheen.', 'Voel me ook beter dan in maanden.', 'Ik voel me ook een stuk beter.']",86
123,196,123_alvast_bedankt_groetjes_dank,"['alvast', 'bedankt', 'groetjes', 'dank', 'dankjewel', 'groeten', 'groet', 'merci', 'spons', 'hartelijk']","['groetjes en alvast bedankt   ', 'Alvast bedankt en groetjes,  ', 'Alvast bedankt, groetjes  ']",87
94,195,94_mvg_mvrgr_geb_gebdatum,"['mvg', 'mvrgr', 'geb', 'gebdatum', 'mvgr', 'swinkels', 'gebdat', 'kollar', 'kim', 'granustix']","['mvg,    K.', 'Mvg,     ', 'Mvg,   ( )']",88
65,193,65_app_telefoon_code_gsm,"['app', 'telefoon', 'code', 'gsm', 'downloaden', 'ondersteund', 'scannen', 'iphone', 'competentiecentrum', 'inloggen']","['grtheb geen app op mijntelefoon  ', 'Kan dat in deze app?', 'App is inmiddels gedownload.']",89
61,192,61_apotheek_recept_ontvangen_vergeten,"['apotheek', 'recept', 'ontvangen', 'vergeten', 'zojuist', 'aangekomen', 'voorraad', 'hoi', 'zeggen', 'leverbaar']","['De apotheek heeft geen recept ontvangen.', 'Echter hebben ze bij de apotheek geen recept ontvangen.', 'Om 14.00 uur had de apotheek nog geen recept ontvangen.']",90
89,190,89_mogelijk_mogelijkheden_optie_proberen,"['mogelijk', 'mogelijkheden', 'optie', 'proberen', 'hoor', 'indien', 'graag', 'termijn', 'uiteraard', 'ver']","['Is dit mogelijk?', 'Zou dit mogelijk zijn?', 'Als dat mogelijk is?']",91
52,183,52_endoscopie_gepland_staat_afdeling,"['endoscopie', 'gepland', 'staat', 'afdeling', 'functieafdeling', 'plaatsvinden', 'datum', 'afspraak', 'ingepland', 'onderzoek']","['Op woensdag 11 maart heb ik in   een endoscopie gehad.', 'Ik heb 7 April een endoscopie gehad.', 'Op 19 juni heb ik een endoscopie gehad.']",92
76,180,76_griep_griepprik_buikgriep_griepspuit,"['griep', 'griepprik', 'buikgriep', 'griepspuit', 'ziek', 'griepklachten', 'longontsteking', 'jaarlijkse', 'griepverschijnselen', 'virus']","['Dan is het dus toch een buikgriep geweest.', 'In de week van 18 februari heb ik buikgriep gehad.', 'Afgelopen donderdag heb ik de buikgriep gehad.']",93
70,180,70_ibd_ibdcoach_team_sessie,"['ibd', 'ibdcoach', 'team', 'sessie', 'periodieke', 'goede', 'ontvang', 'bericht', 'beste', 'sep']","['Laten jullie me de uitslag via Ibd coach weten?', 'Mag via de IBD-coach.', 'Hallo IBD Coach, ik heb op 18 oktober j.l.']",94
115,178,115_weet_kanmoet_beste_ondernemen,"['weet', 'kanmoet', 'beste', 'ondernemen', 'stappen', 'mee', 'actie', 'aandoen', 'vertellen', 'boumans']","['Nu is mijn vraag wat ik het beste kan doen.', 'What shall I do?', 'Wat kan ik hier het beste aandoen.']",95
110,177,110_weet_idee_begrijp_wist,"['weet', 'idee', 'begrijp', 'wist', 'verwarrend', 'snap', 'duidelijk', 'onduidelijk', 'terugvinden', 'verkeerd']","['Ik weet het gewoon niet meer.', 'Ik weet nergens van.', 'Verder weet ik ook niks.']",96
49,176,49_dermatoloog_dermatologie_haaruitval_doorverwijzing,"['dermatoloog', 'dermatologie', 'haaruitval', 'doorverwijzing', 'verwijzing', 'huid', 'oogarts', 'verwijsbrief', 'kale', 'doorverwezen']","['Kan ik daar ook mee naar de dermatoloog?', 'Of naar de dermatoloog.', 'Morgen ga ik wederom naar mijn dermatoloog!']",97
93,174,93_afspraak_uitnodiging_afspraken_ontvangen,"['afspraak', 'uitnodiging', 'afspraken', 'ontvangen', 'gemaakt', 'sessie', 'gepland', 'staan', 'nieuwe', 'potje']","['Ik heb nog steeds geen afspraak ontvangen.', 'er staan momenteel geen afspraken gepland', 'Hallo,  Ik heb nog geen controle afspraak gepland staan.']",98
120,169,120_reactie_bedankt_dank_alvast,"['reactie', 'bedankt', 'dank', 'alvast', 'hartelijk', 'dankjewel', 'reacties', 'oke', 'voorbaat', 'reaktie']","['Dank voor je reactie', 'Dank voor je reactie.', 'Dank voor uw reactie.']",99
135,166,135_nov_gepland_dec_eind,"['nov', 'gepland', 'dec', 'eind', 'poliafspraak', 'datum', 'staat', 'begin', 'coloscopie', 'staan']","['Afspraak gepland bij   voor a.s. maandag 30 november.', 'Mijn 3de infuus staat gepland op 28 december.', 'Deze staat gepland voor woensdag 9 december om 14:50 uur.']",100
100,165,100_fax_faxnummer_hum_nummer,"['fax', 'faxnummer', 'hum', 'nummer', 'groet', 'tel', 'telefoonnummer', 'vriendelijke', 'hgl', 'telefoon']","['Apotheek gegevens:         telefoon   fax    Met vriendelijke groet,  ', 'Apotheek   fax:   mail:    groet,       ', '(fax nummer:  )   Met vriendelijke groeten,    ']",101
117,165,117_reden_oorzaak_vreemd_komt,"['reden', 'oorzaak', 'vreemd', 'komt', 'elkaar', 'uitleggen', 'mee', 'bijwerking', 'verklaring', 'idee']","['Wat kan hiervan de oorzaak zijn?', 'Of heeft dit een ander oorzaak?', 'Zou er een andere oorzaak zijn?']",102
96,161,96_zorgen_bang_ongerust_behoor,"['zorgen', 'bang', 'ongerust', 'behoor', 'risicogroep', 'begin', 'angst', 'onzekerheid', 'best', 'schrok']","['maar mij echter wel zorgen over mijzelf.', 'En maak me toch wel zorgen.', 'Ik maak me er wat zorgen over.']",103
130,161,130_zetpillen_heen_pillen_tabletten,"['zetpillen', 'heen', 'pillen', 'tabletten', 'medicijnen', 'thiosix', 'xeljanz', 'azathiopirine', 'gestopt', 'voorraad']","['Ik ben bijna door mijn tabletten heen.', 'Ik ben weer bijna door mijn voorraad Thiosix heen.', 'Ik ben bijna door mijn voorraad Thiosix heen.']",104
66,159,66_lab_biologicals_labformulieren_laboratorium,"['lab', 'biologicals', 'labformulieren', 'laboratorium', 'bureau', 'biological', 'labbriefjes', 'labformulier', 'formulieren', 'potje']","['Wel een lab 4 en lab 1 formulier.', 'Heb twee formulieren LAB 1 en LAB 4 maar weet niet welke het beste is.', 'Hallo  / ,  Hoe was mijn lab van afgelopen dinsdag?']",105
90,158,90_maanden_maand_jaar_maandelijks,"['maanden', 'maand', 'jaar', 'maandelijks', 'half', 'vragenlijst', 'maandelijkse', 'controle', 'ingevuld', 'vullen']","['Omdat het nu een maand verder is.', 'Zal dit deze maand doen!', 'Dit weer voor de afgelopen maand.']",106
58,155,58_gewicht_kilo_afgevallen_weeg,"['gewicht', 'kilo', 'afgevallen', 'weeg', 'afvallen', 'gewichtsverlies', 'eet', 'verliezen', 'kilos', 'weegt']","['Zo ben ik na ongeveer een jaar tien kilo afgevallen.', 'Ben nu al een paar kilo afgevallen.', 'Toen ben ik ook 3 kilo afgevallen.']",107
64,154,64_paracetamol_tramadol_helpt_pijn,"['paracetamol', 'tramadol', 'helpt', 'pijn', 'ibuprofen', 'onderdrukken', 'pijnstillers', 'gepakt', 'gebruik', 'slik']","['En is er, buiten paracetamol, iets tegen de pijn te doen?', 'mag ik paracetamol/ibubrofen?', '  iedere dag vier paracetamol van 500mg.']",108
121,152,121_mening_reactie_tegemoet_denken,"['mening', 'reactie', 'tegemoet', 'denken', 'graag', 'hoor', 'gaarne', 'hierover', 'bovenstaande', 'zie']","['Zie u reactie graag tegemoet.', 'Ik zie graag uw reactie tegemoet.', 'Ik zie graag jullie reactie tegemoet.']",109
131,151,131_informatie_info_weten_vertellen,"['informatie', 'info', 'weten', 'vertellen', 'informeren', 'ter', 'graag', 'bekend', 'hoogte', 'hierover']","['Zou u mij hier informatie over kunnen geven?', 'Dus bij deze  Heeft u meer informatie voor mij?', 'Zou ik hier iets meer informatie over kunnen krijgen?']",110
143,150,143_moeite_bedankt_hulp_dank,"['moeite', 'bedankt', 'hulp', 'dank', 'medewerking', 'alvast', 'terugkoppeling', 'dankjewel', 'nogmaals', 'hartelijk']","['Toch bedankt voor alle moeite.', 'Bedankt voor de moeite!', 'Toch bedankt voor de moeite.']",111
75,145,75_waardes_waarde_waarden_gemeten,"['waardes', 'waarde', 'waarden', 'gemeten', 'norm', 'goed', 'benieuwd', 'boosterprik', 'gedaald', 'allemaal']","['Zo ja, wat zijn daar de waardes van geweest?', 'Zo ja, wat zijn deze waardes?', 'Zijn deze waardes al binnen?']",112
126,145,126_thiosix_herhaalrecept_recept_nieuw,"['thiosix', 'herhaalrecept', 'recept', 'nieuw', 'apotheek', 'calcium', 'uitschrijven', 'pantoprazol', 'graag', 'kauwtabletten']","['Hallo, Kunnen jullie een nieuw recept naar mijn apotheek sturen voor de Thiosix 10 Mg.  Apotheek    .', 'Kunt u een herhaalrecept van de thiosix sturen naar de apotheek  ', 'Hoi,  Zouden jullie een nieuw recept thiosix naar de apotheek kunnen sturen?']",113
67,137,67_corona_positief_coronatest_getest,"['corona', 'positief', 'coronatest', 'getest', 'negatief', 'maatregelen', 'milde', 'ivm', 'test', 'ziek']","['Dus geen Corona.', 'Ergens in mei/juni heb ik Corona gehad.', 'Als ik corona had dan is de quarantainetijd 10 dagen.']",114
74,137,74_weekend_fijn_alvast_gewenst,"['weekend', 'fijn', 'alvast', 'gewenst', 'prettig', 'fijne', 'bedankt', 'groetjes', 'dank', 'wens']","['Fijn weekend   ', 'Fijn weekend,   ', 'Een fijn weekend!']",115
122,136,122_bericht_bedankt_dank_hoi,"['bericht', 'bedankt', 'dank', 'hoi', 'dankjewel', 'terugkoppeling', 'mail', 'hallo', 'berichtje', 'groetjes']","['Hallo, Bedankt voor het bericht.', 'Hallo, Bedankt voor uw bericht.', 'Hallo  , Bedankt voor het bericht.']",116
111,134,111_anus_endeldarm_vagina_perianaal,"['anus', 'endeldarm', 'vagina', 'perianaal', 'bult', 'ontsteking', 'gevoel', 'gebied', 'aambeien', 'abces']","['De jeuk in de anus is niet weg.', 'Dit zou ik namelijk wel willen gezien ook de pijn aan de anus.', 'Beste,  ik heb een vraag m.b.t. mijn anus.']",117
84,134,84_vriendelijke_groet_alvast_voorbaat,"['vriendelijke', 'groet', 'alvast', 'voorbaat', 'groeten', 'bedankt', 'dank', 'hartelijk', 'hartelijke', 'dankjewel']","['alvast bedankt , met vriendelijke groet,  ', 'Alvast bedankt, Met vriendelijke groet   ', 'Alvast bedankt,  Met vriendelijke groet,  ']",118
148,132,148_waarde_crp_verhoogd_hoog,"['waarde', 'crp', 'verhoogd', 'hoog', 'gestegen', 'waarden', 'percentage', 'verhoging', 'cijfers', 'intensief']","['(Volgens mij was deze vorige keer op verhoogd en toen was hij 193).', 'Ik heb enige tijd gelden ook bloed laten prikken, hierbij komt weer naar voren dat de ALAT waarde weer wat verhoogd waren.', 'Nu is de waarde wederom verhoogd naar 483.']",119
108,125,108_stress_vader_werk_rol,"['stress', 'vader', 'werk', 'rol', 'periode', 'moeder', 'stressvolle', 'moeilijk', 'druk', 'spanning']","['Hallo  ,  Ja ik weet ook dat het nu door de stress komt.', 'Ik ga er nog steeds vanuit dat het door de stress komt.', 'Ik heb de laatste tijd veel stress gehad en nog steeds wel.']",120
127,123,127_consult_telefonisch_telefonische_afspraak,"['consult', 'telefonisch', 'telefonische', 'afspraak', 'mogelijk', 'omzetten', 'omgezet', 'contact', 'inplannen', 'gesprek']","['Of wordt dit een telefonisch consult?', 'Mag ook een telefonisch consult zijn.', 'een telefonisch consult met  .']",121
142,123,142_hieraan_oplossen_hiermee_gegaan,"['hieraan', 'oplossen', 'hiermee', 'gegaan', 'mis', 'fout', 'probleem', 'eraan', 'belangrijker', 'oplossing']","['Wat hieraan te doen?', 'Als dat zo is wat kan ik of kunnen wij hieraan doen?', 'Wat kan ik hieraan doen ?']",122
102,121,102_sorry_excuses_late_ongemak,"['sorry', 'excuses', 'late', 'ongemak', 'overlast', 'jammer', 'vele', 'lastig', 'reactie', 'helaas']","['Sorry van de late reactie.', 'Sorry voor mijn late reactie.', ' ,  Sorry, late reactie.']",123
79,121,79_coronavirus_corona_virus_vaccinatie,"['coronavirus', 'corona', 'virus', 'vaccinatie', 'vaccin', 'besmetting', 'ivm', 'vraag', 'dichterbij', 'weerstand']","['het Corona virus.', 'Komt misschien door het coronavirus.', 'Hallo, ik heb een vraag over het coronavirus.']",124
133,120,133_purinethol_nieuw_recept_aanvragen,"['purinethol', 'nieuw', 'recept', 'aanvragen', 'bestellen', 'herhaalrecept', 'graag', 'allopurinol', 'voorraad', 'herhaal']","['Hallo,   Ik wil graag weer een nieuw recept voor purinethol aanvragen.', 'Hallo, Ik wil graag een nieuw recept aanvragen voor de purinethol.', 'Beste,  Graag zou ik een nieuw recept krijgen van purinethol.']",125
83,119,83_vedolizumab_vedoluzimab_infuus_remsima,"['vedolizumab', 'vedoluzimab', 'infuus', 'remsima', 'werking', 'staat', 'entyvio', 'geplend', 'ustekinumab', 'overstap']","['A.s. maandag krijg ik de 3e infuus van vedolizumab.', ' , Afgelopen dinsdag heb ik een infuus gehad van Vedolizumab.', 'woensdag heb ik weer een infuus vedolizumab.']",126
144,118,144_uitslag_uitslagen_toevallig_hiervan,"['uitslag', 'uitslagen', 'toevallig', 'hiervan', 'resultaten', 'vragenlijst', 'uitgekomen', 'overlegd', 'ontvangen', 'gekomen']","['Hebben jullie al een uitslag?', 'Hebben jullie daar de uitslag al van?', 'Hebben jullie daar ook al de uitslag van binnen?']",127
149,118,149_prednisolon_prednison_afbouwen_afgebouwd,"['prednisolon', 'prednison', 'afbouwen', 'afgebouwd', 'dosering', 'afbouwschema', 'bewaard', 'starten', 'gebruikt', 'zetpillen']","['Hallo  ,  ik heb een vraag betreffende de prednisolon.', 'doet de prednisolon überhaupt wel iets bij mij?', 'Ik heb wel nog genoeg prednisolon.']",128
107,116,107_drinken_drink_liter_water,"['drinken', 'drink', 'liter', 'water', 'alcohol', 'gedronken', 'vocht', 'moviprep', 'eten', 'thee']","['Misschien moet er nog meer bij drinken.', '- Drinken: ik denk te weinig, een liter maar echt niet meer dan 1,5 liter.', 'Ik drink iets meer, maar zeker geen liter meer.']",129
73,116,73_fijne_feestdagen_wensen_jaarwisseling,"['fijne', 'feestdagen', 'wensen', 'jaarwisseling', 'wens', 'gezond', 'alvast', 'gewenst', 'allereerst', 'prettige']","['Alvast bedankt en fijne feestdagen!', 'Alvast bedankt en fijne Feestdagen.', 'Fijne feestdagen alvast!']",130
146,115,146_bericht_dank_bedankt_dankjewel,"['bericht', 'dank', 'bedankt', 'dankjewel', 'berichtje', 'mail', 'hartelijk', 'berichten', 'hou', 'advies']","['Dank u voor uw bericht.', 'Dank voor uw bericht.', 'Dank je voor je bericht']",131
112,115,112_hoofdpijn_hoofd_migraine_duizelig,"['hoofdpijn', 'hoofd', 'migraine', 'duizelig', 'krampen', 'vreselijke', 'vermoeidheid', 'gevoel', 'enorme', 'duizeligheid']","['Echt flinke hoofdpijn.', 'Ook last van hoofdpijn.', 'Dat geeft ook veel hoofdpijn .']",132
105,108,105_verzekering_zorgverzekering_aanvraag_risico,"['verzekering', 'zorgverzekering', 'aanvraag', 'risico', 'medisch', 'zorgverzekeraar', 'gegevens', 'kosten', 'gezondheidscheck', 'hypotheek']","['Ik heb van mijn zorgverzekering een rekening gekregen eigen risico.', '- Er is een aanvraag gedaan vanuit de verzekeraar Allianz voor een overlijdensrisico verzekering, hiervoor is informatie opgevraagd bij het ziekenhuis maar hier is geen reactie op gekomen.', 'Ik heb een aanvraag gedaan voor overlijdensrisico verzekering.']",133
113,108,113_colitis_ulcerosa_colitus_symptomen,"['colitis', 'ulcerosa', 'colitus', 'symptomen', 'ziekte', 'klachten', 'ulserosa', 'darm', 'crohn', 'jaar']","['Of een brief waar in staat dat ik colitis ulcerosa heb.', 'Beste,  ik krijg alleen maar vragen over crohn terwijl ik colitis ulcerosa heb ?', 'colitis ulcerosa).']",134
119,105,119_adres_verhuisd_gewijzigd_mailadres,"['adres', 'verhuisd', 'gewijzigd', 'mailadres', 'email', 'oude', 'nieuwe', 'wijzigen', 'veranderd', 'juiste']","['Zo ja, welk adres?', 'Adres is  /A1,  .', 'Mijn adres is:  -2   .']",135
81,104,81_reumatoloog_reuma_artrose_reumatische,"['reumatoloog', 'reuma', 'artrose', 'reumatische', 'reumatologie', 'overgang', 'crohn', 'fibromyalgie', 'gewrichtsklachten', 'verwijzing']","['Morgen staat er een afspraak bij de reumatoloog.', ' , Vandaag 18 juli afspraak bij reumatoloog.', '25 juni heb ik een afspraak bij de reumatoloog.']",136
109,102,109_info_informatie_bedankt_dank,"['info', 'informatie', 'bedankt', 'dank', 'hartelijk', 'dankjewel', 'hulp', 'gegevens', 'toelichting', 'informatiefolder']","[' , Bedankt voor de info.', 'bedankt voor de info.', 'Bedankt voor deze info.']",137
147,97,147_reactie_groet_vriendelijke_bedankt,"['reactie', 'groet', 'vriendelijke', 'bedankt', 'alvast', 'dank', 'afwachting', 'hartelijk', 'hartelijke', 'tegemoet']","['Alvast bedankt voor uw reactie  Met vriendelijke groet  ', 'Alvast bedankt voor uw reactie  Met vriendelijke groet,  ', 'Alvast bedankt voor uw reactie   Met vriendelijke groet  ']",138
132,96,132_cortiment_covid_positief_getest,"['cortiment', 'covid', 'positief', 'getest', 'tabletten', 'stoppen', 'onderste', 'calcium', 'gestart', 'stop']","['Ik heb nog 8 tabletten cortiment over, heb ik meer cortiment nodig of is het zo goed?', 'Beste  / , Ik gebruik nu 8 dagen cortiment 9mg.', 'Zal ik dat ook krijgen met Cortiment?']",139
91,95,91_spiegel_spiegels_bekend_prikken,"['spiegel', 'spiegels', 'bekend', 'prikken', 'humira', 'geprikt', 'uitslag', 'ustekinumab', 'laten', 'laag']","['De uitslag van de spiegel is ook nog niet bekend bij mij??', '17 augustus moet ik alleen de spiegel prikken.', 'En wb de spiegel, is dat erg?']",140
150,94,150_erger_slechter_geworden_verbeterd,"['erger', 'slechter', 'geworden', 'verbeterd', 'gaat', 'verslechterd', 'beter', 'meld', 'ene', 'verslechteren']","['Dit wordt bij mij steeds erger.', 'en dit wordt steeds erger.', 'Het wordt alleen maar erger.']",141
129,93,129_foto_fotos_bestand_stuur,"['foto', 'fotos', 'bestand', 'stuur', 'bijgevoegd', 'groot', 'bijgaand', 'beelden', 'toegevoegd', 'lukte']","['Ik maak een foto van de uitslag.', 'Bij deze de foto.', 'Hier de andere foto']",142
95,91,95_urine_nier_uroloog_kweek,"['urine', 'nier', 'uroloog', 'kweek', 'nieren', 'urinekweek', 'urineweginfectie', 'gecontroleerd', 'niersteen', 'nierfunctie']","['Moet ik ook ontlasting en urine ,mee nemen .', 'Wanneer ik de uitslag van de urine heb zal ik nog iets laten weten  ', '28 september bij huisarts geweest, bloed in urine.']",143
104,88,104_gynaecoloog_gyneacoloog_gynaecologie_gyneacologie,"['gynaecoloog', 'gyneacoloog', 'gynaecologie', 'gyneacologie', 'verloskundige', 'verwijzing', 'echo', 'uroloog', 'doorverwezen', 'behandeld']","['Ik moet deze week nog bloed prikken voor de gynaecoloog.', 'Kunt u voor mij een afspraak maken met een gynaecoloog die u het beste lijkt?', 'Ook wil ik eigenlijk nog wel naar een gynaecoloog.']",144
118,85,118_ditiste_dietiste_voeding_dieet,"['ditiste', 'dietiste', 'voeding', 'dieet', 'dietist', 'bijvoeding', 'suiker', 'nutridrink', 'machtiging', 'glutenvrij']","['De dietiste heeft contact opgenomen gisteren, als het goed is krijg ik vandaag al wat vloeibare voeding.', 'Ik hoef niet naar een dietiste, maar toch bedankt.', 'Daaroo ben ik na een dietiste gegaan.']",145
128,76,128_cardioloog_hart_hartkloppingen_overslagen,"['cardioloog', 'hart', 'hartkloppingen', 'overslagen', 'moeheid', 'afwijkingen', 'hartfilmpje', 'extreme', 'ecg', 'vaatcentrum']","['In de paar dagen erna ben ik bij de cardioloog en de huisarts geweest.', 'Goedemiddag, ben vandaag bij de Cardioloog   geweest en met mijn hart is niets aan de hand, geen verkalking en vernauwing.', 'Inmiddels heb ik contact gehad met   en met mijn cardioloog.']",146
139,74,139_reactie_antwoord_bedankt_dank,"['reactie', 'antwoord', 'bedankt', 'dank', 'hoi', 'hallo', 'dankjewel', 'dankuwel', 'antwoorden', 'terugkoppeling']","['Hallo  , Bedankt voor je antwoord.', 'Hoi  ,  Bedankt voor je antwoord!', 'Hoi  ,  Bedankt voor het antwoord.']",147
140,72,140_ogen_oog_oogarts_oogontsteking,"['ogen', 'oog', 'oogarts', 'oogontsteking', 'ontstoken', 'rood', 'zicht', 'droge', 'linkeroog', 'bril']","['Ook heb ik sinds een half jaar iedere dag last van mijn ogen.', 'Heb al een paar weken last van droge, branderige ogen in de ogen ook rode vaatjes zichtbaar.', 'Ik heb ook de ogen ontstoken.']",148
136,68,136_beclometason_zetpillen_beclomethason_gebruik,"['beclometason', 'zetpillen', 'beclomethason', 'gebruik', 'pentasa', 'beclametason', 'mezavant', 'duspetal', 'supp', 'hydrocortison']","['Hallo,  Ik heb sinds vorige week maandag beclometason zetpillen.', 'Beclometason/mezalazine .', 'Goedemorgen, De Beclometason 3 mg. zetpillen die ik gebruik zijn op.']",149
137,62,137_rood_rode_vlek_puntjes,"['rood', 'rode', 'vlek', 'puntjes', 'plek', 'gezwollen', 'helder', 'licht', 'kleur', 'dik']","['Het is helder rood bloed.', 'Dit doet verder geen pijn, maar is wel iets rood.', 'De rode vlek op mijn been is helaas nog steeds erg groot en rood maar wel minder dik.']",150
134,59,134_allergische_allergie_tabletje_geslikt,"['allergische', 'allergie', 'tabletje', 'geslikt', 'reactie', 'intolerantie', 'maandagavond', 'humira', 'tabletjes', 'raadpleeg']","['Dien ik nu wel nog het allergische tabletje te gebruiken?', 'Ik heb 3 uur v.t.v. wel het allergische tabletje geslikt.', 'De allergische reactie van Humira is er namelijk nog steeds, ondanks het gebruik van het allergische tabletje voorafgaand aan het spuiten?']",151
138,59,138_quanton_cal_test_zelftest,"['quanton', 'cal', 'test', 'zelftest', 'gedaan', 'testje', 'quant', 'uitvoeren', 'doorgestuurd', 'testen']","['Beste  ,  Zou je mij 2  QuantOn Cal test willen sturen.', 'Het gaat om Quanton CAL.', 'Ook had ik graag een nieuwe QuantOn Cal test gehad.']",152
141,53,141_tandarts_tandvlees_kaakchirurg_tanden,"['tandarts', 'tandvlees', 'kaakchirurg', 'tanden', 'kies', 'ontstoken', 'wortelkanaalbehandeling', 'afgebroken', 'bestanden', 'kaakchirurgie']","['Beste  ,  Ik zou je nog doorgeven hoe het bij de tandarts is geweest ivm mijn kiespijn.', 'Afspraak met tandarts is inmiddels gemaakt.', 'Morgen ga ik hiervoor naar de tandarts.']",153
